NumberOfOffers,Outcome,FirstWithdrawalAmount,MonthlyCost,CreditScore,Treatment,limit raise,new credit,car,caravan / camper,existing loan takeover,extra spending limit,home improvement,motorcycle,not speficied,other,"other, see explanation",remaining debt home,unknown
1,0,10000.0,106.46,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1320.0,74.32,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,50.0,347.61,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,344.04,1004.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,100.0,889.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,10000.0,500.0,953.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,12000.0,300.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5586.0,254.56,831.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,298.01,696.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,60000.0,610.93,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,10250.0,227.89,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,439.07,978.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,20000.0,537.71,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,8304.0,80.0,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,10000.0,106.46,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,94.0,209.07,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,241.28,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,27500.0,622.42,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,484.68,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,15000.0,154.11,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,9500.0,247.44,870.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,5000.0,56.3,872.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,8304.0,200.0,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8304.0,215.76,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,244.52,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,15000.0,157.59,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,10000.0,106.46,984.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,509.11,876.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,20000.0,205.49,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,450.0,626.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,206.27,956.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,10000.0,106.46,878.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,3400.0,184.94,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8000.0,244.52,1067.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,7500.0,84.45,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,2500.0,152.82,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,32000.0,325.83,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,10000.0,249.58,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,143.39,200.0,944.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,398.93,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,15000.0,154.11,899.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,15000.0,154.11,757.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,200.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,10000.0,230.66,869.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,4065.0,133.07,904.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,60000.0,610.93,992.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,4545.0,570.21,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,10760.0,454.39,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2315.0,393.94,904.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,199.14,1022.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,41344.99,458.2,841.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8000.0,100.81,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,7000.0,78.82,1007.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,6000.0,183.39,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,3827.0,392.02,906.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,4931.0,179.8,710.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1000.0,200.0,899.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,11000.0,500.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,4000.0,300.0,1042.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,10000.0,344.89,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,75.0,503.4,927.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,7000.0,194.52,1080.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,25000.0,572.31,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,200.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,21400.0,224.82,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,12500.0,133.07,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,35000.0,366.08,796.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,12000.0,279.39,760.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,400.0,738.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,17.0,119.23,1121.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,15000.0,444.96,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,125.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,14960.0,460.21,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,7500.0,333.47,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,500.0,246.58,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,60000.0,610.93,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,12000.0,127.75,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,55500.0,565.11,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8000.0,200.12,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,6000.0,183.39,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,119.0,295.83,848.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6236.0,117.1,715.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6500.0,150.0,852.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10011.0,763.67,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6691.0,199.79,1070.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,5000.0,150.0,1085.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,56.3,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,19000.0,200.6,899.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2,1,336.0,460.21,912.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,10000.0,439.07,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,4000.0,400.0,998.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,9000.0,205.19,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,5000.0,118.15,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5500.0,134.93,1060.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,20000.0,496.56,996.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,9000.0,201.67,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,15000.0,154.11,921.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,158.37,1023.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,11027.0,299.39,901.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,222.31,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,277.22,601.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,249.58,874.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,150.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,450.0,899.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,5000.0,118.15,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,299.51,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,10000.0,1023.43,899.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,0,9000.0,201.67,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,30000.0,305.47,986.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,149.07,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,0,12000.0,296.03,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,9544.0,302.41,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,118.15,874.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,443.0,88.96,632.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,133.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,4857.0,375.49,868.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,154.11,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,10761.0,350.68,1036.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,70000.0,712.76,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,9194.0,360.08,929.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1600.0,350.0,899.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,291.87,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,20000.0,205.49,912.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2275.0,205.49,803.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,264.04,992.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6786.0,278.12,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,47.11,328.89,907.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,7000.0,311.24,1009.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,1056.75,106.46,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,22000.0,249.96,905.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6000.0,300.0,1048.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,2001.0,354.37,749.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,222.33,1085.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,5700.0,134.69,990.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,118.15,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,500.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,60000.0,610.93,938.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1500.0,509.11,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,5000.0,56.3,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,250.0,1021.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,469.02,834.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,5000.0,125.07,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,10000.0,106.46,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,16410.0,312.4,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,56.3,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,14000.0,303.56,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,12569.0,537.71,882.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,5000.0,56.3,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,4500.0,174.66,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,254.56,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,20000.0,211.98,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,6000.0,180.0,983.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,35000.0,366.08,1039.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,30000.0,305.47,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5000.0,152.82,969.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,35000.0,356.38,886.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,8304.0,200.0,1036.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,431.05,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5447.0,366.08,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,18000.0,189.1,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,8304.0,350.0,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1900.0,120.0,899.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,7320.14,394.13,728.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6500.0,176.67,834.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,106.46,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,10500.0,447.54,642.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,700.0,899.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,20000.0,205.49,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,800.0,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,7646.93,575.26,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,300.0,899.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,8304.0,250.0,899.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,250.0,986.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,200.0,918.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,25000.0,254.56,767.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,150.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,672.03,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,8304.0,100.0,899.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2573.0,167.84,891.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,6500.0,165.4,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5399.0,154.11,833.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,17500.0,179.8,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8000.0,308.03,743.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,200.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,154.11,894.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,57.26,921.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,6875.0,366.08,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,10000.0,498.68,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,40000.0,407.29,878.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8000.0,298.17,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,600.0,864.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,6000.0,147.2,1030.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,175.23,984.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,23500.0,336.01,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8000.0,298.17,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,354.57,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,6000.0,200.0,945.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5487.72,356.38,876.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,23367.21,753.49,851.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6181.0,450.06,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,157.59,870.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10068.0,205.49,1017.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,170.0,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,928.0,376.74,914.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,250.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,12500.0,133.07,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4,0,8304.0,210.0,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,28674.0,905.54,977.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,16400.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,15000.0,500.0,1013.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,19886.0,254.56,964.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,222.31,1024.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,7500.0,250.0,1015.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,55650.0,566.64,899.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,25000.0,254.56,1013.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,5500.0,244.54,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,12500.0,560.02,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,10000.0,498.68,963.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5500.0,150.0,620.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8000.0,189.03,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,1571.45,565.11,909.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,8304.0,305.47,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2000.0,300.0,789.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,152.82,997.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,20000.0,593.27,829.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,250.0,899.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,1,35000.0,356.38,962.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,16500.0,374.87,759.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,5000.0,222.31,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,8304.0,150.0,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,106.46,938.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,254.56,899.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,20000.0,205.49,943.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,5005.0,466.35,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,5000.0,149.07,1007.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,400.0,899.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,8304.0,300.0,899.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,6000.0,198.54,1076.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,260.0,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,8500.0,95.71,817.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,7000.0,220.9,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,8304.0,175.0,899.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,8304.0,231.13,909.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,550.0,154.11,1053.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,15000.0,154.11,1064.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,466.56,696.63,967.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,230.66,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,951.0,372.08,952.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,5000.0,56.3,943.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,2000.0,575.26,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,3045.0,106.46,951.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2421.0,280.01,935.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,25000.0,654.74,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,4202.43,293.44,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,45000.0,470.67,899.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,5000.0,199.14,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,10000.0,344.89,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,3000.0,399.81,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,118.15,984.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,5500.0,200.0,968.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,47600.0,570.21,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,20000.0,205.49,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,154.11,852.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,246.69,907.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,3000.0,300.0,862.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,56.3,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,250.0,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,15000.0,154.11,947.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,30000.0,706.16,945.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2198.0,254.56,841.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,3500.0,230.0,980.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,15000.0,154.11,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,220.9,864.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,25000.0,254.56,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,15000.0,154.11,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,564.09,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,34000.0,346.2,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,4864.83,509.11,904.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,16000.0,173.79,814.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,20000.0,205.49,825.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,400.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,291.87,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,6642.0,269.83,920.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,12000.0,302.08,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,7000.0,519.96,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,2100.0,196.24,813.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,8304.0,150.0,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,10000.0,300.07,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,5280.0,154.11,938.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,30000.0,305.47,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,88.0,235.28,804.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,12000.0,127.75,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,199.14,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,1714.0,437.84,697.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,12000.0,488.38,974.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,106.46,864.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,300.0,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,9000.0,529.48,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,7000.0,171.73,1030.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,11540.79,355.62,846.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,5000.0,398.93,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,20000.0,205.49,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2664.0,200.39,776.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,13087.0,285.54,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,100.0,899.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,5000.0,650.0,899.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,13000.0,294.33,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
